,DB_ID,S_Ledock,S_MOE,S_VINA,SMILES,NHA,LE_MOE,LE_Ledock,LE_VINA,logP,LELP_MOE,LELP_Ledock,LELP_VINA
48,MedChemRules_14757,-8.38,-6.7464423,-8.05,COc1cc(CCc2nc(=O)s[nH]2)ccc1OCc1cnn(-c2ccccc2)c1,29,0.23263594137931035,0.2889655172413793,0.2775862068965517,3.3899000000000017,14.57169506956282,11.731157517899767,12.212062111801249
49,MedChemRules_14797,-8.38,-6.9001927,-8.502,COc1cc(CCc2nc(=O)s[nH]2)ccc1OCc1cccc(-c2csnn2)c1,29,0.23793767931034482,0.2889655172413793,0.2931724137931035,3.7227000000000023,15.64569348911083,12.882852028639626,12.697988708539173
50,MedChemRules_1635,-8.37,-7.292438,-8.569,COc1nc(CCc2no[nH]c2=O)ncc1OCc1cccc(-c2ccccc2)c1,30,0.24308126666666666,0.27899999999999997,0.28563333333333335,3.192700000000001,13.134290617211972,11.443369175627245,11.177616991480923
51,MedChemRules_11959,-8.37,-6.3652148,-8.042,COc1cc(CCc2n[nH]c(=O)s2)ccc1OCc1cccc(-c2nc3[nH]cnc3[nH]2)c1,32,0.1989129625,0.2615625,0.2513125,3.470600000000001,17.44783223969127,13.268721624850663,13.809898035314603
52,MedChemRules_14424,-8.37,-7.0355878,-8.76,COc1cc(CCC2=NSS(=O)(=O)O2)ccc1OCc1cccc(-c2ccccc2)c1,31,0.22695444516129032,0.26999999999999996,0.28258064516129033,5.195500000000005,22.892259265103643,19.242592592592615,18.385901826484037
53,MedChemRules_16123,-8.37,-6.8337321,-7.5,COc1cc(CCc2nsc(=O)s2)ccc1OCc1coc2cc(-c3ccccc3)[nH]c12,32,0.213554128125,0.2615625,0.234375,5.678900000000004,26.59232134663285,21.71144563918759,24.22997333333335
54,MedChemRules_15215,-8.36,-6.9514532,-8.707,COc1cc(CCc2nc(=O)s[nH]2)ccc1OCC1COC(c2ccccc2)C1,29,0.2397052827586207,0.2882758620689655,0.30024137931034484,3.781800000000003,15.776873819707236,13.118684210526327,12.595865395658675
55,MedChemRules_16480,-8.36,-6.5748782,-7.974,COc1cc(CCc2nsc(=O)s2)ccc1OCc1cccc(-c2cnns2)c1,29,0.22671993793103448,0.2882758620689655,0.2749655172413793,4.456100000000004,19.654645465523622,15.457763157894751,16.206032104339116
56,MedChemRules_23674,-8.36,-6.7493811,-8.787,COc1cc(CCn2nnc(=O)s2)ccc1OCc1csc2cc(-c3ccccc3)sc12,32,0.210918159375,0.26125,0.27459375,5.473300000000004,25.949875611557943,20.950430622009584,19.932354614771832
57,MedChemRules_1536,-8.35,-7.1425085,-8.658,COc1c(CCc2no[nH]c2=O)nsc1OCc1cccc(-c2ccccc2)c1,29,0.24629339655172414,0.2879310344827586,0.298551724137931,3.859200000000002,15.669116809591484,13.403209580838332,12.926403326403335
58,MedChemRules_11420,-8.35,-7.2924275,-9.073,COc1cc(CCc2n[nH]c(=O)o2)ccc1OCc1cccc(-c2nncnn2)c1,30,0.24308091666666665,0.2783333333333333,0.30243333333333333,1.9827,8.156543208691481,7.123473053892216,6.555824975201146
59,MedChemRules_12606,-8.35,-6.6784544,-8.178,COc1cc(CCc2n[nH]c(=O)s2)ccc1OCc1cc2[nH]cc(-c3ccccc3)n2n1,32,0.2087017,0.2609375,0.2555625,3.8470000000000013,18.433007493470353,14.742994011976053,15.053069210075817
60,MedChemRules_23740,-8.34,-7.0088511,-8.483,COc1cc(CCn2nnc(=O)s2)ccc1OCc1cccc([N+]2[C-]Sc3ncsc32)c1,32,0.219026596875,0.260625,0.26509375,4.1918900000000034,19.13872588904052,16.083990407673873,15.81285865849347
61,MedChemRules_14465,-8.32,-7.070765,-8.441,COc1oc2c(CCc3nc(=O)s[nH]3)c[nH]c2c1OCc1cccc(-c2ccccc2)c1,32,0.22096140625,0.26,0.26378125,4.945500000000004,22.381736629629202,19.021153846153858,18.748489515460264
62,MOE_Rules_102395,-8.32,-5.9361696,-7.621,C=NNc1cccc(COc2ccc(C3CC(=O)NS3)cc2OC)c1,25,0.23744678400000002,0.3328,0.30484,3.510900000000002,14.786049913398708,10.549579326923084,11.517189345230292
63,MedChemRules_11991,-8.32,-6.45755,-8.015,COc1cc(CCc2n[nH]c(=O)s2)ccc1OCc1cccc(N2CCCC2=O)c1,30,0.21525166666666667,0.2773333333333333,0.26716666666666666,3.331000000000002,15.474909214795094,12.010817307692315,12.467872738615105
64,MedChemRules_17851,-8.31,-6.1775804,-8.58,COc1cc(CCS(N)(=O)=O)ccc1OCc1cccc(S2=CNc3ncoc32)c1,30,0.20591934666666667,0.277,0.286,2.965300000000001,14.400298213844376,10.705054151624552,10.368181818181823
65,MedChemRules_16653,-8.31,-6.465836,-7.596,COc1cc(CCc2nsc(=O)s2)ccc1OCc1cccc(-c2ccc[nH]2)c1,29,0.22295986206896554,0.28655172413793106,0.2619310344827586,4.932700000000004,22.12371300478393,17.213995186522276,18.832056345444986
66,MedChemRules_10262,-8.31,-6.827342,-8.204,COc1cc(CCc2n[nH]c(=O)[nH]2)ccc1OCc1cccc(-c2nc3ncsc3o2)c1,32,0.2133544375,0.2596875,0.256375,3.735500000000002,17.50842421545604,14.384596871239477,14.570453437347641
67,MedChemRules_14864,-8.3,-7.0289025,-7.415,COc1cc(CCc2nc(=O)s[nH]2)ccc1OCc1cccc(C=NSC)c1,28,0.25103223214285714,0.29642857142857143,0.2648214285714286,3.9011000000000022,15.540235477729285,13.160337349397597,14.731058664868517
68,MedChemRules_14752,-8.3,-6.7707272,-7.65,COc1oc(CCc2nc(=O)s[nH]2)nc1OCc1cccc(-c2ccccc2)c1,29,0.2334733517241379,0.28620689655172415,0.2637931034482759,3.859200000000002,16.52950956287237,13.483951807228923,14.629647058823537
69,MedChemRules_15095,-8.3,-6.4749212,-7.921,COc1cc(CCc2nc(=O)s[nH]2)ccc1OCc1cccc(C2CCS2)c1,28,0.2312471857142857,0.29642857142857143,0.28289285714285717,4.382200000000004,18.950284676823575,14.783325301204831,15.490670369902801
70,MedChemRules_17671,-8.27,-6.5967116,-8.59,COc1[nH]n2c(CCc3ccnn3O)cnc2c1OCc1cccc(-c2ccccc2)c1,32,0.2061472375,0.2584375,0.2684375,4.136000000000003,20.063329735379078,16.00386940749699,15.40768335273575
71,MedChemRules_2601,-8.27,-6.8591232,-8.403,COc1cc(CCc2ns[nH]c2=O)ccc1OCc1cc2occ(-c3ccccc3)c2[nH]1,32,0.2143476,0.2584375,0.26259375,4.945500000000004,23.07233670915841,19.136154776299893,18.833273830774736
72,MedChemRules_1734,-8.26,-6.573648,-8.631,COc1cc(CCc2no[nH]c2=O)ccc1OCc1ccc(-c2ccccc2)s1,29,0.22667751724137933,0.2848275862068965,0.2976206896551724,4.4642000000000035,19.694057241884583,15.673341404358368,14.999629243424875
73,MedChemRules_16817,-8.26,-6.3799834,-8.057,COc1oc2c(CCc3nsc(=O)s3)cnn2c1OCc1cccc(-c2ccccc2)c1,32,0.19937448125,0.258125,0.25178125,4.845300000000004,24.30250837329767,18.771138014527864,19.244085888047678
74,MedChemRules_14279,-8.25,-6.725491,-8.384,COc1cc(CCc2noc(=O)s2)ccc1OCc1cnn2cc(-c3ccccc3)sc12,32,0.21017159375,0.2578125,0.262,4.8453000000000035,23.054019401706153,18.793890909090923,18.493511450381693
75,MedChemRules_1,-8.25,-6.9676375,-9.154,COc1cc(CCc2no[nH]c2=O)ccc1OCc1cccc(-c2ccccc2)c1,30,0.23225458333333335,0.275,0.3051333333333333,4.402700000000003,18.956353570345772,16.00981818181819,14.42877430631419
76,MedChemRules_16691,-8.24,-6.5285606,-8.104,COc1c(OCc2cccc(-c3ccccc3)c2)sc2cc(CCc3nsc(=O)s3)ccc12,33,0.19783516969696968,0.2496969696969697,0.24557575757575756,6.819300000000004,34.46960421873087,27.310303398058267,27.768620434353423
77,MedChemRules_18152,-8.24,-6.5906973,-8.676,COc1cc(CCS(N)(=O)=O)ccc1OCc1cccc(-c2nncnn2)c1,28,0.23538204642857144,0.2942857142857143,0.3098571428571429,1.3521999999999998,5.74470321979436,4.594854368932038,4.36394651913324
78,MedChemRules_11931,-8.24,-6.7368321,-8.111,COc1cc(CCc2n[nH]c(=O)s2)ccc1OCc1cccc(-c2cc3sccc3s2)c1,32,0.210526003125,0.2575,0.25346875,6.147400000000004,29.2001933668497,23.87339805825244,24.253088398471224
79,MedChemRules_1588,-8.24,-6.6231136,-9.01,COc1cc(CCc2no[nH]c2=O)ccc1OCc1cncc(-c2ccccc2)n1,30,0.22077045333333334,0.27466666666666667,0.30033333333333334,3.192700000000002,14.461627232243165,11.623907766990298,10.63052164261932
80,MedChemRules_15203,-8.23,-6.6395907,-8.225,COc1cc(CCc2nc(=O)s[nH]2)ccc1OCc1cccc(N2Cc3c[nH]nc3C2)c1,32,0.207487209375,0.2571875,0.25703125,3.4475000000000016,16.615482035662236,13.404617253948972,13.412765957446815
81,MedChemRules_10822,-8.23,-6.5128288,-8.935,COc1cc(CCc2n[nH]c(=O)[nH]2)ccc1OCc1cccc(-c2ccon2)c1,29,0.22458030344827587,0.28379310344827585,0.3081034482758621,3.1258000000000017,13.918406699098254,11.014362089914952,10.145293788472303
82,MedChemRules_1296,-8.23,-6.6907263,-8.799,COc1nc(CCc2no[nH]c2=O)ccc1OCc1cccc(-c2ccccc2)c1,30,0.22302421,0.2743333333333334,0.2933,3.7977000000000025,17.028196176549635,13.843377885783726,12.94817592908286
83,MedChemRules_2625,-8.23,-6.907671,-8.589,COc1cc(CCc2ns[nH]c2=O)ccc1OCc1cccc(-c2cc3[nH]ccc3[nH]2)c1,32,0.21586471875,0.2571875,0.26840625,4.680600000000003,21.683024567904305,18.19917375455651,17.43849109325883
84,MedChemRules_15161,-8.23,-6.917973,-8.085,COc1cc(CCc2nc(=O)s[nH]2)ccc1OCc1cc(-c2ccccc2)ncn1,30,0.2305991,0.2743333333333334,0.2695,3.661200000000002,15.876904983584073,13.345808019441074,13.58515769944342
85,MedChemRules_21580,-8.23,-7.1489987,-9.515,COc1cc(CCc2nnns2)ccc1OCc1cccc(-c2cnncn2)c1,29,0.24651719655172413,0.28379310344827585,0.3281034482758621,3.1579000000000015,12.810059680105978,11.12747266099636,9.624708355228591
86,MedChemRules_1454,-8.23,-6.4506516,-8.918,COc1cc(CCc2no[nH]c2=O)ccc1OCc1cc(-c2ccccc2)cs1,29,0.2224362620689655,0.28379310344827585,0.3075172413793103,4.4642000000000035,20.069569405980648,15.730473876063197,14.516909620991267
87,MedChemRules_16479,-8.22,-6.6210604,-8.374,COc1cc(CCc2nsc(=O)s2)ccc1OCc1cccc(-c2conn2)c1,29,0.2283124275862069,0.283448275862069,0.2887586206896552,3.987600000000003,17.465540716106453,14.068175182481761,13.809457845712931
88,MedChemRules_15140,-8.22,-6.7557545,-7.861,COc1cc(CCc2nc(=O)s[nH]2)ccc1OCc1cccc(-c2cn3nccc3o2)c1,32,0.211117328125,0.256875,0.24565625,4.111900000000003,19.47684747869392,16.007396593673977,16.738430225162205
89,MedChemRules_1155,-8.22,-6.7864971,-8.818,COc1cc(CCc2no[nH]c2=O)ccc1OCC1C2CC1C(c1ccccc1)S2,30,0.22621657,0.274,0.2939333333333333,4.028300000000003,17.807272031398952,14.70182481751826,13.704808346563858
90,MedChemRules_14498,-8.21,-6.9147644,-8.691,COc1cc(CCc2nc(=O)s[nH]2)ccc1OCc1cccc(-c2nc3ocnc3o2)c1,32,0.2160863875,0.2565625,0.27159375,4.000400000000003,18.51296625522051,15.592302070645562,14.729352203428842
91,MedChemRules_23719,-8.21,-6.430244,-8.541,COc1cc(CCn2nnc(=O)s2)ccc1OCc1cccc(-c2nc3ncsc3s2)c1,32,0.200945125,0.2565625,0.26690625,4.263300000000004,21.216240005822502,16.617003654080403,15.973024236037947
92,MedChemRules_13594,-8.21,-6.6736579,-8.848,COc1cc(CCc2noc(=O)s2)ccc1OCc1c[nH]c2cc(-c3ccccc3)[nH]c12,32,0.208551809375,0.2565625,0.2765,4.945500000000004,23.713531974721107,19.276004872107197,17.8860759493671
93,MedChemRules_15003,-8.21,-6.6842632,-8.125,COc1cc(CCc2nc(=O)s[nH]2)ccc1OCc1cccc(-c2c[nH]c3nccn23)c1,32,0.208883225,0.2565625,0.25390625,3.8470000000000013,18.416988726595932,14.99439707673569,15.151261538461544
94,MedChemRules_1125,-8.2,-6.5563254,-8.293,COc1cc(CCc2no[nH]c2=O)ccc1OCC12CC(C1)SC2c1ccccc1,30,0.21854418,0.2733333333333333,0.2764333333333333,4.172400000000003,19.09179187475962,15.264878048780501,15.093693476425914
95,MedChemRules_2741,-8.2,-6.3813591,-8.152,COc1cc(CCc2ns[nH]c2=O)ccc1OCC1C2CC1(c1ccccc1)C2,29,0.22004686551724137,0.2827586206896551,0.28110344827586203,3.9818000000000033,18.095236169987693,14.081975609756112,14.164892051030435
96,MedChemRules_23709,-8.2,-6.6890345,-8.58,COc1oc2c(CCn3nnc(=O)s3)csc2c1OCc1cccc(-c2ccccc2)c1,32,0.209032328125,0.25625,0.268125,5.004800000000004,23.94270802460357,19.53092682926831,18.66592074592076
97,MedChemRules_13623,-8.19,-6.4191489,-8.213,COc1sc2c(CCc3noc(=O)s3)c[nH]c2c1OCc1cccc(-c2ccccc2)c1,32,0.200598403125,0.2559375,0.25665625,5.678900000000004,28.309796646094334,22.188620268620287,22.126482405941818
98,MedChemRules_16813,-8.19,-6.799253,-7.566,COc1cc(CCc2nsc(=O)s2)ccc1OCc1cccc(-c2cn3nccc3s2)c1,32,0.21247665625,0.2559375,0.2364375,5.313800000000004,25.008864944428474,20.76210012210014,22.47443827650015
99,MedChemRules_17004,-8.18,-6.6277423,-8.83,COc1cc(CCc2ccnn2O)ccc1OCc1cccc(-c2nc3ncsc3o2)c1,32,0.207116946875,0.255625,0.2759375,4.757900000000004,22.972045850364477,18.612811735941335,17.24267270668178
100,MedChemRules_14553,-8.18,-6.900959,-8.448,COc1cc(CCc2nc(=O)s[nH]2)ccc1OCc1cccc(C2=CCCOC2)c1,30,0.23003196666666667,0.27266666666666667,0.2816,4.007900000000003,17.42323059737061,14.698899755501232,14.23259943181819
101,MedChemRules_1149,-8.18,-7.4867001,-8.792,COc1cc(CCc2no[nH]c2=O)ccc1OCc1cccc(C23CC(CS2)C3)c1,30,0.24955667,0.27266666666666667,0.29306666666666664,4.087800000000003,16.380247420355477,14.99193154034231,13.948362147406746
102,MedChemRules_14924,-8.17,-6.8788218,-8.335,COc1cc(CCc2nc(=O)s[nH]2)ccc1OCc1cccc(C23C4C5C6C4C2C6C53)c1,32,0.21496318125,0.2553125,0.26046875,3.823400000000003,17.786301718122733,14.975373317013476,14.678920215956818
